
TRAINING STARTING AT: 2026-05-31 12:21:46.911472
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold1_seed42.pt | SEED: 42
Epoch: 1/50 | tr_loss: 0.2224 | val_loss: 0.1561 | epoch_time: 39.01s
Epoch: 9/50 | tr_loss: 0.0686 | val_loss: 0.0864 | epoch_time: 9.10s
Epoch: 10/50 | tr_loss: 0.0675 | val_loss: 0.0841 | epoch_time: 9.10s
Epoch: 11/50 | tr_loss: 0.0657 | val_loss: 0.0824 | epoch_time: 9.09s
Epoch: 12/50 | tr_loss: 0.0636 | val_loss: 0.0796 | epoch_time: 9.09s
Epoch: 13/50 | tr_loss: 0.0615 | val_loss: 0.0811 | epoch_time: 9.09s
Epoch: 14/50 | tr_loss: 0.0620 | val_loss: 0.0781 | epoch_time: 9.10s
Epoch: 15/50 | tr_loss: 0.0585 | val_loss: 0.0771 | epoch_time: 9.11s
Epoch: 16/50 | tr_loss: 0.0573 | val_loss: 0.0744 | epoch_time: 9.10s
Epoch: 17/50 | tr_loss: 0.0560 | val_loss: 0.0720 | epoch_time: 9.09s
Epoch: 18/50 | tr_loss: 0.0543 | val_loss: 0.0752 | epoch_time: 9.10s
Epoch: 19/50 | tr_loss: 0.0543 | val_loss: 0.0710 | epoch_time: 9.08s
Epoch: 20/50 | tr_loss: 0.0532 | val_loss: 0.0724 | epoch_time: 9.11s
Epoch: 21/50 | tr_loss: 0.0516 | val_loss: 0.0692 | epoch_time: 9.13s
Epoch: 22/50 | tr_loss: 0.0510 | val_loss: 0.0679 | epoch_time: 9.10s
Epoch: 23/50 | tr_loss: 0.0513 | val_loss: 0.0674 | epoch_time: 9.10s
Epoch: 24/50 | tr_loss: 0.0492 | val_loss: 0.0677 | epoch_time: 9.10s
Epoch: 25/50 | tr_loss: 0.0485 | val_loss: 0.0666 | epoch_time: 9.10s
Epoch: 26/50 | tr_loss: 0.0482 | val_loss: 0.0649 | epoch_time: 9.09s
Epoch: 27/50 | tr_loss: 0.0475 | val_loss: 0.0667 | epoch_time: 9.10s
Epoch: 28/50 | tr_loss: 0.0471 | val_loss: 0.0639 | epoch_time: 9.10s
Epoch: 29/50 | tr_loss: 0.0466 | val_loss: 0.0659 | epoch_time: 9.10s
Epoch: 30/50 | tr_loss: 0.0465 | val_loss: 0.0645 | epoch_time: 9.10s
Epoch: 31/50 | tr_loss: 0.0458 | val_loss: 0.0656 | epoch_time: 9.10s
Epoch: 32/50 | tr_loss: 0.0455 | val_loss: 0.0675 | epoch_time: 9.10s
Epoch: 33/50 | tr_loss: 0.0455 | val_loss: 0.0630 | epoch_time: 9.10s
Epoch: 34/50 | tr_loss: 0.0451 | val_loss: 0.0646 | epoch_time: 9.10s
Epoch: 35/50 | tr_loss: 0.0430 | val_loss: 0.0632 | epoch_time: 9.11s
Epoch: 36/50 | tr_loss: 0.0441 | val_loss: 0.0642 | epoch_time: 9.10s
Epoch: 37/50 | tr_loss: 0.0437 | val_loss: 0.0638 | epoch_time: 9.11s
Epoch: 38/50 | tr_loss: 0.0426 | val_loss: 0.0624 | epoch_time: 9.11s
Epoch: 39/50 | tr_loss: 0.0429 | val_loss: 0.0618 | epoch_time: 9.09s
Epoch: 40/50 | tr_loss: 0.0430 | val_loss: 0.0628 | epoch_time: 9.09s
Epoch: 41/50 | tr_loss: 0.0410 | val_loss: 0.0632 | epoch_time: 9.09s
Epoch: 42/50 | tr_loss: 0.0417 | val_loss: 0.0602 | epoch_time: 9.08s
Epoch: 43/50 | tr_loss: 0.0403 | val_loss: 0.0610 | epoch_time: 9.12s
Epoch: 44/50 | tr_loss: 0.0409 | val_loss: 0.0588 | epoch_time: 9.10s
Epoch: 45/50 | tr_loss: 0.0416 | val_loss: 0.0615 | epoch_time: 9.11s
Epoch: 46/50 | tr_loss: 0.0400 | val_loss: 0.0621 | epoch_time: 9.08s
Epoch: 47/50 | tr_loss: 0.0404 | val_loss: 0.0618 | epoch_time: 9.09s
Epoch: 48/50 | tr_loss: 0.0398 | val_loss: 0.0602 | epoch_time: 9.10s
Epoch: 49/50 | tr_loss: 0.0390 | val_loss: 0.0596 | epoch_time: 9.09s
TRAINING ENDING AT: 2026-05-31 12:34:54.198410

TRAINING STARTING AT: 2026-05-31 12:34:54.570817
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold1_seed7.pt | SEED: 7
Epoch: 1/50 | tr_loss: 0.2249 | val_loss: 0.1551 | epoch_time: 9.21s
Epoch: 2/50 | tr_loss: 0.1177 | val_loss: 0.1267 | epoch_time: 9.10s
Epoch: 3/50 | tr_loss: 0.1020 | val_loss: 0.1178 | epoch_time: 9.11s
Epoch: 4/50 | tr_loss: 0.0908 | val_loss: 0.1054 | epoch_time: 9.10s
Epoch: 5/50 | tr_loss: 0.0850 | val_loss: 0.0987 | epoch_time: 9.11s
Epoch: 6/50 | tr_loss: 0.0810 | val_loss: 0.0930 | epoch_time: 9.08s
Epoch: 7/50 | tr_loss: 0.0745 | val_loss: 0.0941 | epoch_time: 9.09s
Epoch: 8/50 | tr_loss: 0.0717 | val_loss: 0.0897 | epoch_time: 9.10s
Epoch: 9/50 | tr_loss: 0.0698 | val_loss: 0.0846 | epoch_time: 9.12s
Epoch: 10/50 | tr_loss: 0.0653 | val_loss: 0.0838 | epoch_time: 9.11s
Epoch: 11/50 | tr_loss: 0.0633 | val_loss: 0.0812 | epoch_time: 9.10s
Epoch: 12/50 | tr_loss: 0.0644 | val_loss: 0.0789 | epoch_time: 9.10s
Epoch: 13/50 | tr_loss: 0.0618 | val_loss: 0.0821 | epoch_time: 9.10s
Epoch: 14/50 | tr_loss: 0.0596 | val_loss: 0.0771 | epoch_time: 9.09s
Epoch: 15/50 | tr_loss: 0.0569 | val_loss: 0.0736 | epoch_time: 9.10s
Epoch: 16/50 | tr_loss: 0.0558 | val_loss: 0.0733 | epoch_time: 9.11s
Epoch: 17/50 | tr_loss: 0.0567 | val_loss: 0.0741 | epoch_time: 9.11s
Epoch: 18/50 | tr_loss: 0.0540 | val_loss: 0.0710 | epoch_time: 9.11s
Epoch: 19/50 | tr_loss: 0.0543 | val_loss: 0.0703 | epoch_time: 9.11s
Epoch: 20/50 | tr_loss: 0.0518 | val_loss: 0.0700 | epoch_time: 9.10s
Epoch: 21/50 | tr_loss: 0.0515 | val_loss: 0.0685 | epoch_time: 9.11s
Epoch: 22/50 | tr_loss: 0.0500 | val_loss: 0.0683 | epoch_time: 9.10s
Epoch: 23/50 | tr_loss: 0.0502 | val_loss: 0.0681 | epoch_time: 9.11s
Epoch: 24/50 | tr_loss: 0.0501 | val_loss: 0.0674 | epoch_time: 9.09s
Epoch: 25/50 | tr_loss: 0.0490 | val_loss: 0.0649 | epoch_time: 9.10s
Epoch: 26/50 | tr_loss: 0.0480 | val_loss: 0.0655 | epoch_time: 9.12s
Epoch: 27/50 | tr_loss: 0.0464 | val_loss: 0.0654 | epoch_time: 9.10s
Epoch: 28/50 | tr_loss: 0.0467 | val_loss: 0.0642 | epoch_time: 9.10s
Epoch: 29/50 | tr_loss: 0.0463 | val_loss: 0.0628 | epoch_time: 9.12s
Epoch: 30/50 | tr_loss: 0.0459 | val_loss: 0.0641 | epoch_time: 9.11s
Epoch: 31/50 | tr_loss: 0.0460 | val_loss: 0.0646 | epoch_time: 9.11s
Epoch: 32/50 | tr_loss: 0.0449 | val_loss: 0.0621 | epoch_time: 9.11s
Epoch: 33/50 | tr_loss: 0.0443 | val_loss: 0.0630 | epoch_time: 9.11s
Epoch: 34/50 | tr_loss: 0.0435 | val_loss: 0.0638 | epoch_time: 9.10s
Epoch: 35/50 | tr_loss: 0.0431 | val_loss: 0.0623 | epoch_time: 9.10s
Epoch: 36/50 | tr_loss: 0.0438 | val_loss: 0.0616 | epoch_time: 9.09s
Epoch: 37/50 | tr_loss: 0.0440 | val_loss: 0.0616 | epoch_time: 9.11s
Epoch: 38/50 | tr_loss: 0.0440 | val_loss: 0.0631 | epoch_time: 9.09s
Epoch: 39/50 | tr_loss: 0.0432 | val_loss: 0.0627 | epoch_time: 9.11s
Epoch: 40/50 | tr_loss: 0.0413 | val_loss: 0.0624 | epoch_time: 9.10s
Epoch: 41/50 | tr_loss: 0.0423 | val_loss: 0.0606 | epoch_time: 9.10s
Epoch: 42/50 | tr_loss: 0.0403 | val_loss: 0.0601 | epoch_time: 9.10s
Epoch: 43/50 | tr_loss: 0.0408 | val_loss: 0.0598 | epoch_time: 9.09s
Epoch: 44/50 | tr_loss: 0.0406 | val_loss: 0.0607 | epoch_time: 9.10s
Epoch: 45/50 | tr_loss: 0.0419 | val_loss: 0.0600 | epoch_time: 9.13s
Epoch: 46/50 | tr_loss: 0.0400 | val_loss: 0.0598 | epoch_time: 9.10s
Epoch: 47/50 | tr_loss: 0.0397 | val_loss: 0.0594 | epoch_time: 9.10s
Epoch: 48/50 | tr_loss: 0.0400 | val_loss: 0.0604 | epoch_time: 9.11s
Epoch: 49/50 | tr_loss: 0.0412 | val_loss: 0.0586 | epoch_time: 9.10s
Epoch: 50/50 | tr_loss: 0.0397 | val_loss: 0.0595 | epoch_time: 9.10s
TRAINING ENDING AT: 2026-05-31 12:42:30.710782

TRAINING STARTING AT: 2026-05-31 12:42:31.064789
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold1_seed128.pt | SEED: 128
Epoch: 1/50 | tr_loss: 0.2173 | val_loss: 0.1531 | epoch_time: 9.20s
Epoch: 2/50 | tr_loss: 0.1185 | val_loss: 0.1289 | epoch_time: 9.11s
Epoch: 3/50 | tr_loss: 0.1031 | val_loss: 0.1205 | epoch_time: 9.12s
Epoch: 4/50 | tr_loss: 0.0909 | val_loss: 0.1070 | epoch_time: 9.11s
Epoch: 5/50 | tr_loss: 0.0844 | val_loss: 0.0998 | epoch_time: 9.11s
Epoch: 6/50 | tr_loss: 0.0801 | val_loss: 0.0929 | epoch_time: 9.12s
Epoch: 7/50 | tr_loss: 0.0745 | val_loss: 0.0938 | epoch_time: 9.12s
Epoch: 8/50 | tr_loss: 0.0720 | val_loss: 0.0867 | epoch_time: 9.11s
Epoch: 9/50 | tr_loss: 0.0689 | val_loss: 0.0864 | epoch_time: 9.10s
Epoch: 10/50 | tr_loss: 0.0662 | val_loss: 0.0824 | epoch_time: 9.10s
Epoch: 11/50 | tr_loss: 0.0628 | val_loss: 0.0818 | epoch_time: 9.12s
Epoch: 12/50 | tr_loss: 0.0627 | val_loss: 0.0826 | epoch_time: 9.12s
Epoch: 13/50 | tr_loss: 0.0622 | val_loss: 0.0741 | epoch_time: 9.11s
Epoch: 14/50 | tr_loss: 0.0599 | val_loss: 0.0763 | epoch_time: 9.11s
Epoch: 15/50 | tr_loss: 0.0597 | val_loss: 0.0760 | epoch_time: 9.09s
Epoch: 16/50 | tr_loss: 0.0569 | val_loss: 0.0744 | epoch_time: 9.11s
Epoch: 17/50 | tr_loss: 0.0558 | val_loss: 0.0741 | epoch_time: 9.12s
Epoch: 18/50 | tr_loss: 0.0536 | val_loss: 0.0718 | epoch_time: 9.11s
Epoch: 19/50 | tr_loss: 0.0530 | val_loss: 0.0711 | epoch_time: 9.10s
Epoch: 20/50 | tr_loss: 0.0531 | val_loss: 0.0709 | epoch_time: 9.12s
Epoch: 21/50 | tr_loss: 0.0506 | val_loss: 0.0694 | epoch_time: 9.12s
Epoch: 22/50 | tr_loss: 0.0514 | val_loss: 0.0684 | epoch_time: 9.11s
Epoch: 23/50 | tr_loss: 0.0503 | val_loss: 0.0676 | epoch_time: 9.11s
Epoch: 24/50 | tr_loss: 0.0491 | val_loss: 0.0662 | epoch_time: 9.11s
Epoch: 25/50 | tr_loss: 0.0474 | val_loss: 0.0668 | epoch_time: 9.11s
Epoch: 26/50 | tr_loss: 0.0487 | val_loss: 0.0667 | epoch_time: 9.12s
Epoch: 27/50 | tr_loss: 0.0472 | val_loss: 0.0653 | epoch_time: 9.11s
Epoch: 28/50 | tr_loss: 0.0476 | val_loss: 0.0686 | epoch_time: 9.12s
Epoch: 29/50 | tr_loss: 0.0474 | val_loss: 0.0636 | epoch_time: 9.12s
Epoch: 30/50 | tr_loss: 0.0459 | val_loss: 0.0639 | epoch_time: 9.12s
Epoch: 31/50 | tr_loss: 0.0460 | val_loss: 0.0638 | epoch_time: 9.10s
Epoch: 32/50 | tr_loss: 0.0455 | val_loss: 0.0620 | epoch_time: 9.10s
Epoch: 33/50 | tr_loss: 0.0448 | val_loss: 0.0635 | epoch_time: 9.10s
Epoch: 34/50 | tr_loss: 0.0443 | val_loss: 0.0629 | epoch_time: 9.12s
Epoch: 35/50 | tr_loss: 0.0455 | val_loss: 0.0611 | epoch_time: 9.12s
Epoch: 36/50 | tr_loss: 0.0440 | val_loss: 0.0615 | epoch_time: 9.11s
Epoch: 37/50 | tr_loss: 0.0448 | val_loss: 0.0615 | epoch_time: 9.11s
Epoch: 38/50 | tr_loss: 0.0426 | val_loss: 0.0610 | epoch_time: 9.11s
Epoch: 39/50 | tr_loss: 0.0421 | val_loss: 0.0606 | epoch_time: 9.12s
Epoch: 40/50 | tr_loss: 0.0421 | val_loss: 0.0601 | epoch_time: 9.11s
Epoch: 41/50 | tr_loss: 0.0417 | val_loss: 0.0613 | epoch_time: 9.14s
Epoch: 42/50 | tr_loss: 0.0415 | val_loss: 0.0603 | epoch_time: 9.12s
Epoch: 43/50 | tr_loss: 0.0414 | val_loss: 0.0601 | epoch_time: 9.12s
Epoch: 44/50 | tr_loss: 0.0407 | val_loss: 0.0615 | epoch_time: 9.12s
Epoch: 45/50 | tr_loss: 0.0394 | val_loss: 0.0589 | epoch_time: 9.10s
Epoch: 46/50 | tr_loss: 0.0397 | val_loss: 0.0599 | epoch_time: 9.11s
Epoch: 47/50 | tr_loss: 0.0391 | val_loss: 0.0597 | epoch_time: 9.10s
Epoch: 48/50 | tr_loss: 0.0394 | val_loss: 0.0602 | epoch_time: 9.11s
Epoch: 49/50 | tr_loss: 0.0385 | val_loss: 0.0592 | epoch_time: 9.09s
Epoch: 50/50 | tr_loss: 0.0381 | val_loss: 0.0597 | epoch_time: 9.10s
TRAINING ENDING AT: 2026-05-31 12:50:07.616351

TRAINING STARTING AT: 2026-05-31 12:50:07.972745
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold1_seed92.pt | SEED: 92
Epoch: 1/50 | tr_loss: 0.2256 | val_loss: 0.1763 | epoch_time: 9.19s
Epoch: 2/50 | tr_loss: 0.1219 | val_loss: 0.1251 | epoch_time: 9.10s
Epoch: 3/50 | tr_loss: 0.1010 | val_loss: 0.1161 | epoch_time: 9.12s
Epoch: 4/50 | tr_loss: 0.0910 | val_loss: 0.1069 | epoch_time: 9.10s
Epoch: 5/50 | tr_loss: 0.0844 | val_loss: 0.1019 | epoch_time: 9.11s
Epoch: 6/50 | tr_loss: 0.0805 | val_loss: 0.0945 | epoch_time: 9.10s
Epoch: 7/50 | tr_loss: 0.0744 | val_loss: 0.0912 | epoch_time: 9.10s
Epoch: 8/50 | tr_loss: 0.0716 | val_loss: 0.0869 | epoch_time: 9.12s
Epoch: 9/50 | tr_loss: 0.0691 | val_loss: 0.0852 | epoch_time: 9.10s
Epoch: 10/50 | tr_loss: 0.0662 | val_loss: 0.0798 | epoch_time: 9.10s
Epoch: 11/50 | tr_loss: 0.0648 | val_loss: 0.0820 | epoch_time: 9.11s
Epoch: 12/50 | tr_loss: 0.0627 | val_loss: 0.0795 | epoch_time: 9.10s
Epoch: 13/50 | tr_loss: 0.0613 | val_loss: 0.0781 | epoch_time: 9.10s
Epoch: 14/50 | tr_loss: 0.0592 | val_loss: 0.0789 | epoch_time: 9.10s
Epoch: 15/50 | tr_loss: 0.0579 | val_loss: 0.0737 | epoch_time: 9.10s
Epoch: 16/50 | tr_loss: 0.0561 | val_loss: 0.0752 | epoch_time: 9.11s
Epoch: 17/50 | tr_loss: 0.0548 | val_loss: 0.0726 | epoch_time: 9.12s
Epoch: 18/50 | tr_loss: 0.0536 | val_loss: 0.0705 | epoch_time: 9.10s
Epoch: 19/50 | tr_loss: 0.0543 | val_loss: 0.0707 | epoch_time: 9.11s
Epoch: 20/50 | tr_loss: 0.0530 | val_loss: 0.0698 | epoch_time: 9.10s
Epoch: 21/50 | tr_loss: 0.0513 | val_loss: 0.0659 | epoch_time: 9.11s
Epoch: 22/50 | tr_loss: 0.0507 | val_loss: 0.0678 | epoch_time: 9.10s
Epoch: 23/50 | tr_loss: 0.0500 | val_loss: 0.0685 | epoch_time: 9.11s
Epoch: 24/50 | tr_loss: 0.0496 | val_loss: 0.0675 | epoch_time: 9.11s
Epoch: 25/50 | tr_loss: 0.0483 | val_loss: 0.0673 | epoch_time: 9.10s
Epoch: 26/50 | tr_loss: 0.0476 | val_loss: 0.0659 | epoch_time: 9.08s
Epoch: 27/50 | tr_loss: 0.0481 | val_loss: 0.0672 | epoch_time: 9.10s
Epoch: 28/50 | tr_loss: 0.0472 | val_loss: 0.0654 | epoch_time: 9.10s
Epoch: 29/50 | tr_loss: 0.0481 | val_loss: 0.0649 | epoch_time: 9.11s
Epoch: 30/50 | tr_loss: 0.0462 | val_loss: 0.0640 | epoch_time: 9.13s
Epoch: 31/50 | tr_loss: 0.0460 | val_loss: 0.0662 | epoch_time: 9.10s
Epoch: 32/50 | tr_loss: 0.0449 | val_loss: 0.0637 | epoch_time: 9.10s
Epoch: 33/50 | tr_loss: 0.0458 | val_loss: 0.0643 | epoch_time: 9.11s
Epoch: 34/50 | tr_loss: 0.0451 | val_loss: 0.0632 | epoch_time: 9.12s
Epoch: 35/50 | tr_loss: 0.0437 | val_loss: 0.0628 | epoch_time: 9.10s
Epoch: 36/50 | tr_loss: 0.0442 | val_loss: 0.0630 | epoch_time: 9.12s
Epoch: 37/50 | tr_loss: 0.0441 | val_loss: 0.0619 | epoch_time: 9.10s
Epoch: 38/50 | tr_loss: 0.0439 | val_loss: 0.0617 | epoch_time: 9.11s
Epoch: 39/50 | tr_loss: 0.0415 | val_loss: 0.0610 | epoch_time: 9.13s
Epoch: 40/50 | tr_loss: 0.0425 | val_loss: 0.0621 | epoch_time: 9.13s
Epoch: 41/50 | tr_loss: 0.0398 | val_loss: 0.0600 | epoch_time: 9.12s
Epoch: 42/50 | tr_loss: 0.0413 | val_loss: 0.0592 | epoch_time: 9.12s
Epoch: 43/50 | tr_loss: 0.0417 | val_loss: 0.0623 | epoch_time: 9.13s
Epoch: 44/50 | tr_loss: 0.0404 | val_loss: 0.0596 | epoch_time: 9.12s
Epoch: 45/50 | tr_loss: 0.0405 | val_loss: 0.0599 | epoch_time: 9.12s
Epoch: 46/50 | tr_loss: 0.0395 | val_loss: 0.0593 | epoch_time: 9.09s
Epoch: 47/50 | tr_loss: 0.0401 | val_loss: 0.0601 | epoch_time: 9.11s
TRAINING ENDING AT: 2026-05-31 12:57:17.001804
