
TRAINING STARTING AT: 2026-05-31 12:21:46.911472
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold1_seed42.pt | SEED: 42
Epoch: 1/50 | tr_loss: 0.2224 | val_loss: 0.1561 | epoch_time: 39.01s
Epoch: 2/50 | tr_loss: 0.1186 | val_loss: 0.1299 | epoch_time: 9.13s
Epoch: 3/50 | tr_loss: 0.1012 | val_loss: 0.1121 | epoch_time: 9.17s
Epoch: 4/50 | tr_loss: 0.0935 | val_loss: 0.1060 | epoch_time: 9.12s
Epoch: 5/50 | tr_loss: 0.0852 | val_loss: 0.0988 | epoch_time: 9.13s
Epoch: 6/50 | tr_loss: 0.0815 | val_loss: 0.0975 | epoch_time: 9.13s
Epoch: 7/50 | tr_loss: 0.0745 | val_loss: 0.0881 | epoch_time: 9.12s
Epoch: 8/50 | tr_loss: 0.0722 | val_loss: 0.0894 | epoch_time: 9.12s
Epoch: 9/50 | tr_loss: 0.0694 | val_loss: 0.0909 | epoch_time: 9.11s
Epoch: 10/50 | tr_loss: 0.0672 | val_loss: 0.0854 | epoch_time: 9.12s
Epoch: 11/50 | tr_loss: 0.0642 | val_loss: 0.0829 | epoch_time: 9.10s
Epoch: 12/50 | tr_loss: 0.0618 | val_loss: 0.0798 | epoch_time: 9.09s
Epoch: 13/50 | tr_loss: 0.0611 | val_loss: 0.0800 | epoch_time: 9.09s
Epoch: 14/50 | tr_loss: 0.0608 | val_loss: 0.0761 | epoch_time: 9.09s
Epoch: 15/50 | tr_loss: 0.0591 | val_loss: 0.0742 | epoch_time: 9.10s
Epoch: 16/50 | tr_loss: 0.0564 | val_loss: 0.0743 | epoch_time: 9.10s
Epoch: 17/50 | tr_loss: 0.0557 | val_loss: 0.0722 | epoch_time: 9.11s
Epoch: 18/50 | tr_loss: 0.0547 | val_loss: 0.0742 | epoch_time: 9.11s
Epoch: 19/50 | tr_loss: 0.0550 | val_loss: 0.0725 | epoch_time: 9.10s
Epoch: 20/50 | tr_loss: 0.0549 | val_loss: 0.0713 | epoch_time: 9.10s
Epoch: 21/50 | tr_loss: 0.0516 | val_loss: 0.0683 | epoch_time: 9.10s
Epoch: 22/50 | tr_loss: 0.0509 | val_loss: 0.0680 | epoch_time: 9.08s
Epoch: 23/50 | tr_loss: 0.0511 | val_loss: 0.0700 | epoch_time: 9.11s
Epoch: 24/50 | tr_loss: 0.0506 | val_loss: 0.0661 | epoch_time: 9.11s
Epoch: 25/50 | tr_loss: 0.0486 | val_loss: 0.0697 | epoch_time: 9.10s
Epoch: 26/50 | tr_loss: 0.0489 | val_loss: 0.0669 | epoch_time: 9.09s
Epoch: 27/50 | tr_loss: 0.0481 | val_loss: 0.0666 | epoch_time: 9.10s
Epoch: 28/50 | tr_loss: 0.0468 | val_loss: 0.0647 | epoch_time: 9.10s
Epoch: 29/50 | tr_loss: 0.0453 | val_loss: 0.0630 | epoch_time: 9.09s
Epoch: 30/50 | tr_loss: 0.0457 | val_loss: 0.0644 | epoch_time: 9.10s
Epoch: 31/50 | tr_loss: 0.0463 | val_loss: 0.0653 | epoch_time: 9.12s
Epoch: 32/50 | tr_loss: 0.0454 | val_loss: 0.0634 | epoch_time: 9.09s
Epoch: 33/50 | tr_loss: 0.0446 | val_loss: 0.0634 | epoch_time: 9.09s
Epoch: 34/50 | tr_loss: 0.0444 | val_loss: 0.0640 | epoch_time: 9.11s
TRAINING ENDING AT: 2026-05-31 12:27:27.003032

TRAINING STARTING AT: 2026-05-31 12:27:27.339523
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold1_seed58.pt | SEED: 58
Epoch: 1/50 | tr_loss: 0.2191 | val_loss: 0.1566 | epoch_time: 9.16s
Epoch: 2/50 | tr_loss: 0.1192 | val_loss: 0.1305 | epoch_time: 9.12s
Epoch: 3/50 | tr_loss: 0.1019 | val_loss: 0.1171 | epoch_time: 9.11s
Epoch: 4/50 | tr_loss: 0.0894 | val_loss: 0.1049 | epoch_time: 9.10s
Epoch: 5/50 | tr_loss: 0.0842 | val_loss: 0.1002 | epoch_time: 9.10s
Epoch: 6/50 | tr_loss: 0.0801 | val_loss: 0.0982 | epoch_time: 9.11s
Epoch: 7/50 | tr_loss: 0.0768 | val_loss: 0.0922 | epoch_time: 9.12s
Epoch: 8/50 | tr_loss: 0.0718 | val_loss: 0.0880 | epoch_time: 9.12s
