
TRAINING STARTING AT: 2026-05-31 12:21:46.896217
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold4_seed42.pt | SEED: 42
Epoch: 1/50 | tr_loss: 0.2089 | val_loss: 0.1938 | epoch_time: 39.55s
Epoch: 24/50 | tr_loss: 0.0489 | val_loss: 0.0836 | epoch_time: 10.07s
Epoch: 25/50 | tr_loss: 0.0485 | val_loss: 0.0846 | epoch_time: 10.05s
Epoch: 26/50 | tr_loss: 0.0491 | val_loss: 0.0815 | epoch_time: 10.05s
Epoch: 27/50 | tr_loss: 0.0482 | val_loss: 0.0818 | epoch_time: 10.06s
Epoch: 28/50 | tr_loss: 0.0476 | val_loss: 0.0840 | epoch_time: 10.06s
Epoch: 29/50 | tr_loss: 0.0462 | val_loss: 0.0795 | epoch_time: 10.06s
Epoch: 30/50 | tr_loss: 0.0462 | val_loss: 0.0816 | epoch_time: 10.06s
Epoch: 31/50 | tr_loss: 0.0446 | val_loss: 0.0794 | epoch_time: 10.05s
Epoch: 32/50 | tr_loss: 0.0441 | val_loss: 0.0790 | epoch_time: 10.09s
Epoch: 33/50 | tr_loss: 0.0445 | val_loss: 0.0793 | epoch_time: 10.05s
Epoch: 34/50 | tr_loss: 0.0454 | val_loss: 0.0772 | epoch_time: 10.06s
Epoch: 35/50 | tr_loss: 0.0445 | val_loss: 0.0780 | epoch_time: 10.08s
Epoch: 36/50 | tr_loss: 0.0431 | val_loss: 0.0789 | epoch_time: 10.07s
Epoch: 37/50 | tr_loss: 0.0432 | val_loss: 0.0780 | epoch_time: 10.06s
Epoch: 38/50 | tr_loss: 0.0439 | val_loss: 0.0781 | epoch_time: 10.07s
Epoch: 39/50 | tr_loss: 0.0421 | val_loss: 0.0761 | epoch_time: 10.06s
Epoch: 40/50 | tr_loss: 0.0431 | val_loss: 0.0772 | epoch_time: 10.07s
Epoch: 41/50 | tr_loss: 0.0414 | val_loss: 0.0765 | epoch_time: 10.06s
Epoch: 42/50 | tr_loss: 0.0423 | val_loss: 0.0761 | epoch_time: 10.07s
Epoch: 43/50 | tr_loss: 0.0414 | val_loss: 0.0760 | epoch_time: 10.06s
Epoch: 44/50 | tr_loss: 0.0419 | val_loss: 0.0772 | epoch_time: 10.06s
Epoch: 45/50 | tr_loss: 0.0399 | val_loss: 0.0740 | epoch_time: 10.06s
Epoch: 46/50 | tr_loss: 0.0405 | val_loss: 0.0740 | epoch_time: 10.05s
Epoch: 47/50 | tr_loss: 0.0396 | val_loss: 0.0768 | epoch_time: 10.09s
Epoch: 48/50 | tr_loss: 0.0394 | val_loss: 0.0730 | epoch_time: 10.07s
Epoch: 49/50 | tr_loss: 0.0392 | val_loss: 0.0746 | epoch_time: 10.08s
Epoch: 50/50 | tr_loss: 0.0385 | val_loss: 0.0754 | epoch_time: 10.06s
TRAINING ENDING AT: 2026-05-31 12:48:10.361328

TRAINING STARTING AT: 2026-05-31 12:48:10.712109
Model: SSL_models_pt/SSL_model_lr6e4_OPP_fold4_seed92.pt | SEED: 92
Epoch: 1/50 | tr_loss: 0.2092 | val_loss: 0.1926 | epoch_time: 10.16s
Epoch: 2/50 | tr_loss: 0.1171 | val_loss: 0.1539 | epoch_time: 10.08s
Epoch: 3/50 | tr_loss: 0.0997 | val_loss: 0.1388 | epoch_time: 10.08s
Epoch: 4/50 | tr_loss: 0.0880 | val_loss: 0.1289 | epoch_time: 10.06s
Epoch: 5/50 | tr_loss: 0.0840 | val_loss: 0.1242 | epoch_time: 10.09s
Epoch: 6/50 | tr_loss: 0.0774 | val_loss: 0.1114 | epoch_time: 10.07s
Epoch: 7/50 | tr_loss: 0.0729 | val_loss: 0.1123 | epoch_time: 10.06s
Epoch: 8/50 | tr_loss: 0.0709 | val_loss: 0.1075 | epoch_time: 10.07s
Epoch: 9/50 | tr_loss: 0.0687 | val_loss: 0.1064 | epoch_time: 10.06s
Epoch: 10/50 | tr_loss: 0.0657 | val_loss: 0.1018 | epoch_time: 10.06s
Epoch: 11/50 | tr_loss: 0.0636 | val_loss: 0.0975 | epoch_time: 10.06s
Epoch: 12/50 | tr_loss: 0.0619 | val_loss: 0.0974 | epoch_time: 10.07s
Epoch: 13/50 | tr_loss: 0.0606 | val_loss: 0.0994 | epoch_time: 10.08s
Epoch: 14/50 | tr_loss: 0.0586 | val_loss: 0.0933 | epoch_time: 10.09s
Epoch: 15/50 | tr_loss: 0.0580 | val_loss: 0.0914 | epoch_time: 10.06s
Epoch: 16/50 | tr_loss: 0.0560 | val_loss: 0.0878 | epoch_time: 10.07s
Epoch: 17/50 | tr_loss: 0.0545 | val_loss: 0.0920 | epoch_time: 10.06s
Epoch: 18/50 | tr_loss: 0.0556 | val_loss: 0.0904 | epoch_time: 10.04s
Epoch: 19/50 | tr_loss: 0.0538 | val_loss: 0.0932 | epoch_time: 10.07s
Epoch: 20/50 | tr_loss: 0.0523 | val_loss: 0.0861 | epoch_time: 10.06s
Epoch: 21/50 | tr_loss: 0.0505 | val_loss: 0.0855 | epoch_time: 10.08s
Epoch: 22/50 | tr_loss: 0.0512 | val_loss: 0.0853 | epoch_time: 10.07s
Epoch: 23/50 | tr_loss: 0.0509 | val_loss: 0.0861 | epoch_time: 10.05s
Epoch: 24/50 | tr_loss: 0.0496 | val_loss: 0.0816 | epoch_time: 10.06s
Epoch: 25/50 | tr_loss: 0.0499 | val_loss: 0.0835 | epoch_time: 10.07s
Epoch: 26/50 | tr_loss: 0.0482 | val_loss: 0.0829 | epoch_time: 10.05s
Epoch: 27/50 | tr_loss: 0.0477 | val_loss: 0.0829 | epoch_time: 10.07s
Epoch: 28/50 | tr_loss: 0.0465 | val_loss: 0.0823 | epoch_time: 10.05s
Epoch: 29/50 | tr_loss: 0.0466 | val_loss: 0.0817 | epoch_time: 10.06s
TRAINING ENDING AT: 2026-05-31 12:53:03.436243
